NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
GOBP_T_CELL_CYTOKINE_PRODUCTION	38	38		
GOBP_NATURAL_KILLER_CELL_CYTOKINE_PRODUCTION	9		Rejected!	
GOBP_DENDRITIC_CELL_CYTOKINE_PRODUCTION	19	18		
GOBP_MYELOID_DENDRITIC_CELL_CYTOKINE_PRODUCTION	8		Rejected!	
GOBP_IMMUNOGLOBULIN_PRODUCTION	212	122		
GOBP_IMMUNOGLOBULIN_PRODUCTION_INVOLVED_IN_IMMUNOGLOBULIN_MEDIATED_IMMUNE_RESPONSE	75	72		
GOBP_DENDRITIC_CELL_CHEMOTAXIS	26	26		
GOBP_MYELOID_DENDRITIC_CELL_CHEMOTAXIS	5		Rejected!	
GOBP_IMMUNE_RESPONSE_TO_TUMOR_CELL	26	25		
GOBP_NATURAL_KILLER_CELL_MEDIATED_IMMUNE_RESPONSE_TO_TUMOR_CELL	11		Rejected!	
GOBP_T_CELL_MEDIATED_IMMUNE_RESPONSE_TO_TUMOR_CELL	10		Rejected!	
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_IB	18	18		
GOBP_COMPLEMENT_RECEPTOR_MEDIATED_SIGNALING_PATHWAY	13		Rejected!	
GOBP_FC_RECEPTOR_MEDIATED_STIMULATORY_SIGNALING_PATHWAY	32	32		
GOBP_IMMUNE_RESPONSE_REGULATING_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY_INVOLVED_IN_PHAGOCYTOSIS	26	26		
GOBP_IMMUNE_COMPLEX_CLEARANCE	5		Rejected!	
GOBP_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS	78	76		
GOBP_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS	26	25		
GOBP_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE	329	237		
GOBP_LEUKOCYTE_MEDIATED_IMMUNITY	402	388		
GOBP_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY	113	107		
GOBP_TYPE_II_HYPERSENSITIVITY	6		Rejected!	
GOBP_NEUTROPHIL_MEDIATED_IMMUNITY	37	36		
GOBP_EOSINOPHIL_MEDIATED_IMMUNITY	8		Rejected!	
GOBP_MAST_CELL_MEDIATED_IMMUNITY	60	57		
GOBP_LYMPHOCYTE_MEDIATED_IMMUNITY	299	290		
GOBP_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_CIRCULATING_IMMUNOGLOBULIN	46	44		
GOBP_T_CELL_MEDIATED_IMMUNITY	125	121		
GOBP_T_CELL_ANTIGEN_PROCESSING_AND_PRESENTATION	5		Rejected!	
GOBP_ADAPTIVE_IMMUNE_RESPONSE_BASED_ON_SOMATIC_RECOMBINATION_OF_IMMUNE_RECEPTORS_BUILT_FROM_IMMUNOGLOBULIN_SUPERFAMILY_DOMAINS	311	302		
GOBP_TOLERANCE_INDUCTION_DEPENDENT_UPON_IMMUNE_RESPONSE	6		Rejected!	
GOBP_GERMINAL_CENTER_FORMATION	14		Rejected!	
GOBP_DENDRITIC_CELL_ANTIGEN_PROCESSING_AND_PRESENTATION	15		Rejected!	
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	37	37		
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_VIA_MHC_CLASS_IB	25	25		
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN	40	38		
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_ENDOGENOUS_PEPTIDE_ANTIGEN	25	25		
GOBP_PEPTIDE_ANTIGEN_ASSEMBLY_WITH_MHC_PROTEIN_COMPLEX	20	18		
GOBP_PEPTIDE_ANTIGEN_ASSEMBLY_WITH_MHC_CLASS_II_PROTEIN_COMPLEX	16		Rejected!	
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_OR_POLYSACCHARIDE_ANTIGEN_VIA_MHC_CLASS_II	37	35		
GOBP_TOLERANCE_INDUCTION	30	30		
GOBP_TOLERANCE_INDUCTION_TO_SELF_ANTIGEN	5		Rejected!	
GOBP_T_CELL_TOLERANCE_INDUCTION	15	15		
GOBP_IMMUNE_SYSTEM_DEVELOPMENT	199	193		
GOBP_LEUKOCYTE_DIFFERENTIATION	606		Rejected!	
GOBP_LEUKOCYTE_MIGRATION_INVOLVED_IN_INFLAMMATORY_RESPONSE	19	19		
GOBP_HYPERSENSITIVITY	13		Rejected!	
GOBP_ACUTE_INFLAMMATORY_RESPONSE	114	111		
GOBP_PRODUCTION_OF_MOLECULAR_MEDIATOR_INVOLVED_IN_INFLAMMATORY_RESPONSE	105	99		
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	78	72		
GOBP_RESPIRATORY_BURST_INVOLVED_IN_INFLAMMATORY_RESPONSE	8		Rejected!	
GOBP_CHRONIC_INFLAMMATORY_RESPONSE	20	20		
GOBP_MONOCYTE_CHEMOTAXIS	71	71		
GOBP_MAST_CELL_CHEMOTAXIS	12		Rejected!	
GOBP_SOMATIC_DIVERSIFICATION_OF_IMMUNE_RECEPTORS_VIA_SOMATIC_MUTATION	13		Rejected!	
GOBP_MYELOID_LEUKOCYTE_DIFFERENTIATION	228	221		
GOBP_PLATELET_DEGRANULATION	8		Rejected!	
GOBP_REGULATION_OF_ANTIGEN_PROCESSING_AND_PRESENTATION	20	20		
GOBP_NEGATIVE_REGULATION_OF_ANTIGEN_PROCESSING_AND_PRESENTATION	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ANTIGEN_PROCESSING_AND_PRESENTATION	9		Rejected!	
GOBP_REGULATION_OF_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_OR_POLYSACCHARIDE_ANTIGEN_VIA_MHC_CLASS_II	5		Rejected!	
GOBP_REGULATION_OF_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN	6		Rejected!	
GOBP_REGULATION_OF_DENDRITIC_CELL_ANTIGEN_PROCESSING_AND_PRESENTATION	11		Rejected!	
GOBP_POSITIVE_REGULATION_OF_DENDRITIC_CELL_ANTIGEN_PROCESSING_AND_PRESENTATION	7		Rejected!	
GOBP_REGULATION_OF_GERMINAL_CENTER_FORMATION	8		Rejected!	
GOBP_REGULATION_OF_IMMUNOGLOBULIN_PRODUCTION	77	76		
GOBP_NEGATIVE_REGULATION_OF_IMMUNOGLOBULIN_PRODUCTION	13		Rejected!	
GOBP_POSITIVE_REGULATION_OF_IMMUNOGLOBULIN_PRODUCTION	54	53		
GOBP_REGULATION_OF_TOLERANCE_INDUCTION	20	20		
GOBP_POSITIVE_REGULATION_OF_TOLERANCE_INDUCTION	12		Rejected!	
GOBP_POSITIVE_REGULATION_OF_T_CELL_TOLERANCE_INDUCTION	9		Rejected!	
GOBP_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE	48	48		
GOBP_NEGATIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE	12		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE	28	28		
GOBP_REGULATION_OF_CHRONIC_INFLAMMATORY_RESPONSE	10		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CHRONIC_INFLAMMATORY_RESPONSE	5		Rejected!	
GOBP_RESPIRATORY_BURST_INVOLVED_IN_DEFENSE_RESPONSE	15	15		
GOBP_REGULATION_OF_IMMUNE_SYSTEM_PROCESS	1493		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS	487	475		
GOBP_POSITIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS	1033		Rejected!	
GOBP_REGULATION_OF_LEUKOCYTE_MIGRATION	228	226		
GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_MIGRATION	55	55		
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_MIGRATION	147	146		
GOBP_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS	126	125		
GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS	23	23		
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS	96	95		
GOBP_REGULATION_OF_CELLULAR_EXTRAVASATION	42	42		
GOBP_NEGATIVE_REGULATION_OF_CELLULAR_EXTRAVASATION	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CELLULAR_EXTRAVASATION	18	18		
GOBP_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS	386	373		
GOBP_NEGATIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS	122	119		
GOBP_POSITIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS	269	258		
GOBP_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE	191	188		
GOBP_NEGATIVE_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE	47	47		
GOBP_POSITIVE_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE	136	133		
GOBP_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY	247	239		
GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY	68	65		
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY	149	145		
GOBP_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY	184	179		
GOBP_NEGATIVE_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY	56	54		
GOBP_POSITIVE_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY	126	123		
GOBP_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY	97	95		
GOBP_NEGATIVE_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY	27	27		
GOBP_POSITIVE_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY	69	67		
GOBP_REGULATION_OF_B_CELL_MEDIATED_IMMUNITY	63	62		
GOBP_NEGATIVE_REGULATION_OF_B_CELL_MEDIATED_IMMUNITY	16	15		
GOBP_POSITIVE_REGULATION_OF_B_CELL_MEDIATED_IMMUNITY	42	42		
GOBP_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY	52	50		
GOBP_NEGATIVE_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY	21	20		
GOBP_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY	32	31		
GOBP_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE	35	35		
GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE	81	80		
GOBP_NEGATIVE_REGULATION_OF_T_CELL_CYTOKINE_PRODUCTION	11		Rejected!	
GOBP_POSITIVE_REGULATION_OF_T_CELL_CYTOKINE_PRODUCTION	26	26		
GOBP_POSITIVE_REGULATION_OF_DENDRITIC_CELL_CYTOKINE_PRODUCTION	13		Rejected!	
GOBP_CELL_SURFACE_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	58	57		
GOBP_CYTOSOLIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	98	95		
GOBP_MYD88_DEPENDENT_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	19	19		
GOBP_MYD88_INDEPENDENT_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	13		Rejected!	
GOBP_INNATE_IMMUNE_RESPONSE_ACTIVATING_SIGNALING_PATHWAY	213	209		
GOBP_REGULATION_OF_ANTIMICROBIAL_HUMORAL_RESPONSE	12		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ANTIMICROBIAL_HUMORAL_RESPONSE	8		Rejected!	
GOBP_REGULATION_OF_MYELOID_LEUKOCYTE_DIFFERENTIATION	123	118		
GOBP_NEGATIVE_REGULATION_OF_MYELOID_LEUKOCYTE_DIFFERENTIATION	52	49		
GOBP_POSITIVE_REGULATION_OF_MYELOID_LEUKOCYTE_DIFFERENTIATION	59	56		
GOBP_IMMUNE_RESPONSE_REGULATING_SIGNALING_PATHWAY	454	423		
GOBP_IMMUNE_RESPONSE_INHIBITING_SIGNAL_TRANSDUCTION	11		Rejected!	
GOBP_IMMUNE_RESPONSE_INHIBITING_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY	9		Rejected!	
GOBP_IMMUNE_RESPONSE_REGULATING_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY	331	303		
GOBP_FC_RECEPTOR_MEDIATED_INHIBITORY_SIGNALING_PATHWAY	5		Rejected!	
GOBP_ANTIMICROBIAL_PEPTIDE_PRODUCTION	11		Rejected!	
GOBP_ANTIBACTERIAL_PEPTIDE_PRODUCTION	9		Rejected!	
GOBP_REGULATION_OF_ANTIMICROBIAL_PEPTIDE_PRODUCTION	9		Rejected!	
GOBP_REGULATION_OF_ANTIBACTERIAL_PEPTIDE_PRODUCTION	7		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_PEPTIDE_SECRETION	44	43		
GOBP_POSITIVE_REGULATION_OF_PEPTIDE_SECRETION	109	107		
GOBP_POSITIVE_REGULATION_OF_ANTIBACTERIAL_PEPTIDE_PRODUCTION	5		Rejected!	
GOBP_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE	205	202		
GOBP_NEGATIVE_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE	61	60		
GOBP_POSITIVE_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE	129	127		
GOBP_REGULATION_OF_T_HELPER_1_TYPE_IMMUNE_RESPONSE	30	30		
GOBP_NEGATIVE_REGULATION_OF_T_HELPER_1_TYPE_IMMUNE_RESPONSE	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_T_HELPER_1_TYPE_IMMUNE_RESPONSE	18	18		
GOBP_REGULATION_OF_TYPE_2_IMMUNE_RESPONSE	33	33		
GOBP_NEGATIVE_REGULATION_OF_TYPE_2_IMMUNE_RESPONSE	14		Rejected!	
GOBP_POSITIVE_REGULATION_OF_TYPE_2_IMMUNE_RESPONSE	18	18		
GOBP_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS	466	454		
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS	125	123		
GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS	331	322		
GOBP_REGULATION_OF_RESPONSE_TO_TUMOR_CELL	22	21		
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_TUMOR_CELL	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_TUMOR_CELL	15		Rejected!	
GOBP_REGULATION_OF_T_CELL_MEDIATED_IMMUNE_RESPONSE_TO_TUMOR_CELL	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_T_CELL_MEDIATED_IMMUNE_RESPONSE_TO_TUMOR_CELL	6		Rejected!	
GOBP_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNE_RESPONSE_TO_TUMOR_CELL	10		Rejected!	
GOBP_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNE_RESPONSE_TO_TUMOR_CELL	7		Rejected!	
GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS	47	46		
GOBP_NEGATIVE_REGULATION_OF_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS	32	31		
GOBP_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS	13		Rejected!	
GOBP_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS	15	15		
GOBP_NEGATIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS	8		Rejected!	
GOBP_REGULATION_OF_HYPERSENSITIVITY	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_HYPERSENSITIVITY	6		Rejected!	
GOBP_REGULATION_OF_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY	61	58		
GOBP_NEGATIVE_REGULATION_OF_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY	12		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY	22	21		
GOBP_REGULATION_OF_B_CELL_APOPTOTIC_PROCESS	21	21		
GOBP_NEGATIVE_REGULATION_OF_B_CELL_APOPTOTIC_PROCESS	16	16		
GOBP_POSITIVE_REGULATION_OF_LYMPHOCYTE_ANERGY	5		Rejected!	
GOBP_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE	48	43		
GOBP_NEGATIVE_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE	17	16		
GOBP_POSITIVE_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE	24	20		
GOBP_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_CIRCULATING_IMMUNOGLOBULIN	18	17		
GOBP_NEGATIVE_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_CIRCULATING_IMMUNOGLOBULIN	11		Rejected!	
GOBP_POSITIVE_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_CIRCULATING_IMMUNOGLOBULIN	7		Rejected!	
GOBP_RESPONSE_TO_ISCHEMIA	57	56		
GOBP_LIPID_HYDROXYLATION	7		Rejected!	
GOBP_DESMOSOME_ORGANIZATION	10		Rejected!	
GOBP_SYNOVIOCYTE_PROLIFERATION	5		Rejected!	
GOBP_TRNA_THREONYLCARBAMOYLADENOSINE_MODIFICATION	5		Rejected!	
GOBP_DEVELOPMENTAL_PROCESS_INVOLVED_IN_REPRODUCTION	963		Rejected!	
GOBP_HEART_MORPHOGENESIS	263	237		
GOBP_SKELETAL_MUSCLE_CONTRACTION	44	38		
GOBP_VOLUNTARY_SKELETAL_MUSCLE_CONTRACTION	6		Rejected!	
GOBP_MUSCLE_SYSTEM_PROCESS	452	416		
GOBP_CIRCULATORY_SYSTEM_PROCESS	603		Rejected!	
GOBP_RENAL_SYSTEM_PROCESS	127	115		
GOBP_HEART_PROCESS	260	240		
GOBP_RESPIRATORY_SYSTEM_PROCESS	39	34		
GOBP_VASCULAR_PROCESS_IN_CIRCULATORY_SYSTEM	265	246		
GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_MEDIATED_BY_A_CHEMICAL_SIGNAL	48	46		
GOBP_REGULATION_OF_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CONTRACTION	10		Rejected!	
GOBP_REGULATION_OF_THE_FORCE_OF_HEART_CONTRACTION_BY_CHEMICAL_SIGNAL	6		Rejected!	
GOBP_REGULATION_OF_HEART_RATE_BY_CHEMICAL_SIGNAL	7		Rejected!	
GOBP_RENAL_SYSTEM_PROCESS_INVOLVED_IN_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE	25	24		
GOBP_RENAL_CONTROL_OF_PERIPHERAL_VASCULAR_RESISTANCE_INVOLVED_IN_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE	5		Rejected!	
GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE	94	91		
GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_RENIN_ANGIOTENSIN	25	24		
GOBP_POSITIVE_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE	13		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE	22	20		
GOBP_RENAL_WATER_HOMEOSTASIS	23	23		
GOBP_REGULATION_OF_GLOMERULAR_FILTRATION	10		Rejected!	
GOBP_RENAL_SODIUM_ION_TRANSPORT	13		Rejected!	
GOBP_RENAL_WATER_TRANSPORT	8		Rejected!	
GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_ENDOTHELIN	6		Rejected!	
GOBP_HEART_FIELD_SPECIFICATION	18	15		
GOBP_SECONDARY_HEART_FIELD_SPECIFICATION	11		Rejected!	
GOBP_DETERMINATION_OF_LEFT_RIGHT_ASYMMETRY_IN_LATERAL_MESODERM	8		Rejected!	
GOBP_EMBRYONIC_HEART_TUBE_MORPHOGENESIS	71	64		
GOBP_OUTFLOW_TRACT_SEPTUM_MORPHOGENESIS	26	23		
GOBP_MEMBRANOUS_SEPTUM_MORPHOGENESIS	8		Rejected!	
GOBP_MUSCULAR_SEPTUM_MORPHOGENESIS	5		Rejected!	
GOBP_OUTFLOW_TRACT_MORPHOGENESIS	83	72		
GOBP_REGULATION_OF_ANIMAL_ORGAN_FORMATION	29	25		
GOBP_ENDOCARDIUM_DEVELOPMENT	12		Rejected!	
GOBP_ENDOTHELIUM_DEVELOPMENT	142	136		
GOBP_MORPHOGENESIS_OF_AN_ENDOTHELIUM	18	17		
GOBP_ENDOCARDIUM_MORPHOGENESIS	6		Rejected!	
GOBP_CARDIAC_CONDUCTION_SYSTEM_DEVELOPMENT	36	32		
GOBP_ATRIOVENTRICULAR_NODE_DEVELOPMENT	8		Rejected!	
GOBP_SINOATRIAL_NODE_DEVELOPMENT	12		Rejected!	
GOBP_HIS_PURKINJE_SYSTEM_DEVELOPMENT	7		Rejected!	
GOBP_HEART_VALVE_DEVELOPMENT	73	65		
GOBP_ATRIOVENTRICULAR_VALVE_DEVELOPMENT	28	24		
GOBP_MITRAL_VALVE_DEVELOPMENT	12		Rejected!	
GOBP_TRICUSPID_VALVE_DEVELOPMENT	6		Rejected!	
GOBP_PULMONARY_VALVE_DEVELOPMENT	23	19		
GOBP_HEART_VALVE_MORPHOGENESIS	60	52		
GOBP_AORTIC_VALVE_MORPHOGENESIS	38	33		
GOBP_PULMONARY_VALVE_MORPHOGENESIS	19	15		
GOBP_TRICUSPID_VALVE_MORPHOGENESIS	5		Rejected!	
GOBP_HEART_VALVE_FORMATION	16	15		
GOBP_ATRIOVENTRICULAR_VALVE_FORMATION	8		Rejected!	
GOBP_ENDOCARDIAL_CUSHION_DEVELOPMENT	54	47		
GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_INVOLVED_IN_ENDOCARDIAL_CUSHION_FORMATION	20	18		
GOBP_ENDOCARDIAL_CUSHION_MORPHOGENESIS	44	39		
GOBP_CARDIAC_CHAMBER_DEVELOPMENT	166	151		
GOBP_CARDIAC_CHAMBER_MORPHOGENESIS	126	113		
GOBP_CARDIAC_CHAMBER_FORMATION	14		Rejected!	
GOBP_CARDIAC_VENTRICLE_MORPHOGENESIS	72	64		
GOBP_CARDIAC_ATRIUM_MORPHOGENESIS	29	26		
GOBP_CARDIAC_VENTRICLE_FORMATION	10		Rejected!	
GOBP_CARDIAC_LEFT_VENTRICLE_MORPHOGENESIS	15		Rejected!	
GOBP_CARDIAC_RIGHT_VENTRICLE_MORPHOGENESIS	21	19		
GOBP_VENTRICULAR_TRABECULA_MYOCARDIUM_MORPHOGENESIS	14		Rejected!	
GOBP_VENTRICULAR_COMPACT_MYOCARDIUM_MORPHOGENESIS	8		Rejected!	
GOBP_ATRIAL_CARDIAC_MUSCLE_TISSUE_DEVELOPMENT	22	17		
GOBP_VENTRICULAR_CARDIAC_MUSCLE_TISSUE_DEVELOPMENT	55	50		
GOBP_CARDIAC_ATRIUM_DEVELOPMENT	37	33		
GOBP_CARDIAC_VENTRICLE_DEVELOPMENT	126	114		
GOBP_GROWTH_INVOLVED_IN_HEART_MORPHOGENESIS	5		Rejected!	
GOBP_CARDIAC_NEURAL_CREST_CELL_MIGRATION_INVOLVED_IN_OUTFLOW_TRACT_MORPHOGENESIS	11		Rejected!	
GOBP_REGULATION_OF_MEMBRANE_DEPOLARIZATION	46	43		
GOBP_CARDIOBLAST_PROLIFERATION	11		Rejected!	
GOBP_REGULATION_OF_SECONDARY_HEART_FIELD_CARDIOBLAST_PROLIFERATION	9		Rejected!	
GOBP_ENDOCARDIAL_CUSHION_FORMATION	31	28		
GOBP_ENDOCARDIAL_CUSHION_FUSION	5		Rejected!	
GOBP_APOPTOTIC_PROCESS_INVOLVED_IN_HEART_MORPHOGENESIS	7		Rejected!	
GOBP_CARDIAC_SEPTUM_DEVELOPMENT	107	98		
GOBP_VENTRICULAR_SEPTUM_DEVELOPMENT	74	67		
GOBP_ATRIAL_SEPTUM_DEVELOPMENT	23	20		
GOBP_SEPTUM_PRIMUM_DEVELOPMENT	5		Rejected!	
GOBP_MUSCLE_HYPERTROPHY_IN_RESPONSE_TO_STRESS	31	28		
GOBP_PHYSIOLOGICAL_CARDIAC_MUSCLE_HYPERTROPHY	31	31		
GOBP_WNT_SIGNALING_PATHWAY_INVOLVED_IN_HEART_DEVELOPMENT	12		Rejected!	
GOBP_REGULATION_OF_WNT_SIGNALING_PATHWAY_INVOLVED_IN_HEART_DEVELOPMENT	9		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_WNT_SIGNALING_PATHWAY_INVOLVED_IN_HEART_DEVELOPMENT	7		Rejected!	
GOBP_TYPE_B_PANCREATIC_CELL_DIFFERENTIATION	31	28		
GOBP_PANCREATIC_A_CELL_DIFFERENTIATION	10		Rejected!	
GOBP_POSITIVE_REGULATION_OF_BLOOD_PRESSURE_BY_EPINEPHRINE_NOREPINEPHRINE	6		Rejected!	
GOBP_TYPE_B_PANCREATIC_CELL_DEVELOPMENT	24	21		
GOBP_REGULATION_OF_EXTRACELLULAR_MATRIX_CONSTITUENT_SECRETION	10		Rejected!	
GOBP_POSITIVE_REGULATION_OF_EXTRACELLULAR_MATRIX_CONSTITUENT_SECRETION	5		Rejected!	
GOBP_AMINO_ACID_TRANSMEMBRANE_TRANSPORT	103	100		
GOBP_KERATINOCYTE_DEVELOPMENT	13		Rejected!	
GOBP_MESENCHYMAL_TO_EPITHELIAL_TRANSITION_INVOLVED_IN_METANEPHROS_MORPHOGENESIS	12		Rejected!	
GOBP_METANEPHROS_MORPHOGENESIS	32	28		
GOBP_REGULATION_OF_MESENCHYMAL_TO_EPITHELIAL_TRANSITION_INVOLVED_IN_METANEPHROS_MORPHOGENESIS	7		Rejected!	
GOBP_CILIUM_MOVEMENT	193	170		
GOBP_PERICARDIUM_MORPHOGENESIS	8		Rejected!	
GOBP_REGULATION_OF_CILIUM_MOVEMENT	40	37		
GOBP_POSITIVE_REGULATION_OF_CILIUM_MOVEMENT	12		Rejected!	
GOBP_REGULATION_OF_CILIUM_BEAT_FREQUENCY	17	15		
GOBP_NORADRENERGIC_NEURON_DIFFERENTIATION	11		Rejected!	
GOBP_NORADRENERGIC_NEURON_DEVELOPMENT	5		Rejected!	
GOBP_BRAINSTEM_DEVELOPMENT	8		Rejected!	
GOBP_SPHINGOSINE_1_PHOSPHATE_RECEPTOR_SIGNALING_PATHWAY	15	15		
GOBP_EPITHELIAL_CELL_MORPHOGENESIS	32	31		
GOBP_AXIS_ELONGATION	28	23		
GOBP_PLANAR_CELL_POLARITY_PATHWAY_INVOLVED_IN_AXIS_ELONGATION	6		Rejected!	
GOBP_RETINAL_PIGMENT_EPITHELIUM_DEVELOPMENT	6		Rejected!	
